experiment,role,sample_id,group_id
fold_3,fit,s012706,g011489
fold_3,fit,s012709,g012708
fold_3,fit,s012710,g012709
fold_3,fit,s012711,g011490
fold_3,fit,s012713,g012712
fold_3,fit,s012715,g012714
fold_3,fit,s012716,g012715
fold_3,fit,s012720,g012719
fold_3,fit,s012721,g011492
fold_3,fit,s012722,g012721
fold_3,fit,s012724,g012723
fold_3,fit,s012727,g012726
fold_3,fit,s012728,g012727
fold_3,fit,s012731,g012730
fold_3,fit,s012737,g012736
fold_3,fit,s012740,g012739
fold_3,fit,s012742,g012741
fold_3,fit,s012744,g012743
fold_3,fit,s012746,g012745
fold_3,fit,s012747,g012746
fold_3,fit,s012748,g012747
fold_3,fit,s012749,g012748
fold_3,fit,s012750,g012749
fold_3,fit,s012752,g011493
fold_3,fit,s012753,g012752
fold_3,fit,s012756,g012755
fold_3,fit,s012757,g012756
fold_3,fit,s012758,g012757
fold_3,fit,s012759,g012758
fold_3,fit,s012760,g012759
fold_3,fit,s012761,g012760
fold_3,fit,s012765,g012764
fold_3,fit,s012769,g012768
fold_3,fit,s012773,g012772
fold_3,fit,s012779,g012778
fold_3,fit,s012780,g012779
fold_3,fit,s012782,g012781
fold_3,fit,s012783,g012782
fold_3,fit,s012787,g011495
fold_3,fit,s012788,g012787
fold_3,fit,s012790,g012789
fold_3,fit,s012791,g012790
fold_3,fit,s012793,g012792
fold_3,fit,s012794,g012793
fold_3,fit,s012796,g012795
fold_3,fit,s012797,g012796
fold_3,fit,s012798,g011497
fold_3,fit,s012799,g011498
fold_3,fit,s012800,g012799
fold_3,fit,s012801,g012800
fold_3,fit,s012802,g011499
fold_3,fit,s012803,g012802
fold_3,fit,s012804,g012803
fold_3,fit,s012810,g011503
fold_3,fit,s012811,g012810
fold_3,fit,s012813,g012812
fold_3,fit,s012814,g011504
fold_3,fit,s012815,g012814
fold_3,fit,s012816,g012815
fold_3,fit,s012817,g011505
fold_3,fit,s012818,g012817
fold_3,fit,s012821,g011508
fold_3,fit,s012824,g011511
fold_3,fit,s012827,g011512
fold_3,fit,s012828,g012827
fold_3,fit,s012831,g012830
fold_3,fit,s012834,g012833
fold_3,fit,s012835,g011516
fold_3,fit,s012838,g011518
fold_3,fit,s012839,g012838
fold_3,fit,s012841,g012840
fold_3,fit,s012842,g012841
fold_3,fit,s012843,g011520
fold_3,fit,s012846,g011523
fold_3,fit,s012847,g012846
fold_3,fit,s012850,g012849
fold_3,fit,s012851,g012850
fold_3,fit,s012857,g011525
fold_3,fit,s012859,g012858
fold_3,fit,s012860,g011526
fold_3,fit,s012861,g012860
fold_3,fit,s012862,g011527
fold_3,fit,s012867,g011529
fold_3,fit,s012869,g012868
fold_3,fit,s012870,g011530
fold_3,fit,s012872,g011531
fold_3,fit,s012874,g012873
fold_3,fit,s012879,g011534
fold_3,fit,s012880,g011535
fold_3,fit,s012885,g012884
fold_3,fit,s012887,g012886
fold_3,fit,s012888,g012887
fold_3,fit,s012889,g011538
fold_3,fit,s012892,g012891
fold_3,fit,s012894,g012893
fold_3,fit,s012896,g011542
fold_3,fit,s012897,g012896
fold_3,fit,s012898,g011543
fold_3,fit,s012899,g011544
fold_3,fit,s012902,g011547
fold_3,fit,s012905,g011549
fold_3,fit,s012907,g012906
fold_3,fit,s012908,g011550
fold_3,fit,s012909,g012908
fold_3,fit,s012910,g012909
fold_3,fit,s012913,g012912
fold_3,fit,s012914,g011551
fold_3,fit,s012919,g012918
fold_3,fit,s012920,g012919
fold_3,fit,s012921,g012920
fold_3,fit,s012922,g011554
fold_3,fit,s012924,g011556
fold_3,fit,s012927,g012926
fold_3,fit,s012928,g012927
fold_3,fit,s012929,g012928
fold_3,fit,s012934,g011558
fold_3,fit,s012935,g012934
fold_3,fit,s012937,g011559
fold_3,fit,s012938,g012937
fold_3,fit,s012940,g012939
fold_3,fit,s012941,g011560
fold_3,fit,s012942,g012941
fold_3,fit,s012943,g012942
fold_3,fit,s012944,g012943
fold_3,fit,s012948,g012947
fold_3,fit,s012949,g012948
fold_3,fit,s012956,g012955
fold_3,fit,s012957,g012956
fold_3,fit,s012958,g012957
fold_3,fit,s012959,g012958
fold_3,fit,s012966,g012965
fold_3,fit,s012967,g012966
fold_3,fit,s012968,g012967
fold_3,fit,s012972,g012971
fold_3,fit,s012974,g011568
fold_3,fit,s012975,g011569
fold_3,fit,s012979,g012978
fold_3,fit,s012980,g012979
fold_3,fit,s012984,g011571
fold_3,fit,s012985,g012984
fold_3,fit,s012986,g012985
fold_3,fit,s012987,g012986
fold_3,fit,s012989,g011572
fold_3,fit,s012992,g012991
fold_3,fit,s012993,g012992
fold_3,fit,s012996,g012995
fold_3,fit,s012998,g012997
fold_3,fit,s012999,g012998
fold_3,fit,s013001,g013000
fold_3,fit,s013004,g013003
fold_3,fit,s013005,g011573
fold_3,fit,s013008,g013007
fold_3,fit,s013009,g013008
fold_3,fit,s013010,g013009
fold_3,fit,s013011,g013010
fold_3,fit,s013012,g013011
fold_3,fit,s013013,g011575
fold_3,fit,s013015,g013014
fold_3,fit,s013016,g013015
fold_3,fit,s013018,g013017
fold_3,fit,s013020,g013019
fold_3,fit,s013021,g013020
fold_3,fit,s013022,g013021
fold_3,fit,s013023,g013022
fold_3,fit,s013024,g013023
fold_3,fit,s013025,g013024
fold_3,fit,s013028,g013027
fold_3,fit,s013031,g013030
fold_3,fit,s013033,g013032
fold_3,fit,s013034,g013033
fold_3,fit,s013036,g013035
fold_3,fit,s013038,g013037
fold_3,fit,s013041,g013040
fold_3,fit,s013043,g013042
fold_3,fit,s013044,g013043
fold_3,fit,s013045,g011576
fold_3,fit,s013050,g013049
fold_3,fit,s013051,g013050
fold_3,fit,s013052,g013051
fold_3,fit,s013055,g013054
fold_3,fit,s013058,g013057
fold_3,fit,s013059,g013058
fold_3,fit,s013060,g013059
fold_3,fit,s013063,g013062
fold_3,fit,s013066,g013065
fold_3,fit,s013071,g013070
fold_3,fit,s013072,g013071
fold_3,fit,s013076,g011579
fold_3,fit,s013079,g013078
fold_3,fit,s013080,g013079
fold_3,fit,s013082,g013081
fold_3,fit,s013084,g013083
fold_3,fit,s013085,g013084
fold_3,fit,s013086,g013085
fold_3,fit,s013087,g013086
fold_3,fit,s013089,g013088
fold_3,fit,s013090,g013089
fold_3,fit,s013092,g013091
fold_3,fit,s013093,g013092
fold_3,fit,s013094,g013093
fold_3,fit,s013096,g013095
fold_3,fit,s013102,g013101
fold_3,fit,s013104,g013103
fold_3,fit,s013107,g013106
fold_3,fit,s013108,g013107
fold_3,fit,s013109,g013108
fold_3,fit,s013110,g013109
fold_3,fit,s013111,g013110
fold_3,fit,s013113,g011581
fold_3,fit,s013115,g013114
fold_3,fit,s013117,g011583
fold_3,fit,s013120,g013119
fold_3,fit,s013123,g013122
fold_3,fit,s013125,g013124
fold_3,fit,s013126,g013125
fold_3,fit,s013128,g013127
fold_3,fit,s013130,g013129
fold_3,fit,s013132,g013131
fold_3,fit,s013133,g011588
fold_3,fit,s013134,g013133
fold_3,fit,s013135,g011589
fold_3,fit,s013137,g013136
fold_3,fit,s013139,g011590
fold_3,fit,s013140,g011591
fold_3,fit,s013143,g011594
fold_3,fit,s013147,g013146
fold_3,fit,s013148,g013147
fold_3,fit,s013150,g013149
fold_3,fit,s013151,g013150
fold_3,fit,s013152,g013151
fold_3,fit,s013154,g013153
fold_3,fit,s013160,g011598
fold_3,fit,s013161,g013160
fold_3,fit,s013165,g013164
fold_3,fit,s013168,g013167
fold_3,fit,s013169,g013168
fold_3,fit,s013172,g013171
fold_3,fit,s013173,g013172
fold_3,fit,s013177,g013176
fold_3,fit,s013178,g013177
fold_3,fit,s013181,g011602
fold_3,fit,s013183,g013182
fold_3,fit,s013184,g013183
fold_3,fit,s013186,g013185
fold_3,fit,s013187,g013186
fold_3,fit,s013189,g013188
fold_3,fit,s013190,g011603
fold_3,fit,s013191,g013190
fold_3,fit,s013192,g011604
fold_3,fit,s013193,g013192
fold_3,fit,s013195,g013194
fold_3,fit,s013196,g013195
fold_3,fit,s013197,g013196
fold_3,fit,s013200,g013199
fold_3,fit,s013203,g013202
fold_3,fit,s013205,g013204
fold_3,fit,s013206,g011608
fold_3,fit,s013207,g011609
fold_3,fit,s013208,g011610
fold_3,fit,s013209,g013208
fold_3,fit,s013211,g011611
fold_3,fit,s013212,g013211
fold_3,fit,s013213,g013212
fold_3,fit,s013214,g013213
fold_3,fit,s013215,g011612
fold_3,fit,s013218,g013217
fold_3,fit,s013219,g011614
fold_3,fit,s013220,g013219
fold_3,fit,s013222,g013221
fold_3,fit,s013223,g011615
fold_3,fit,s013225,g013224
fold_3,fit,s013227,g011617
fold_3,fit,s013232,g013231
fold_3,fit,s013234,g013233
fold_3,fit,s013235,g011620
fold_3,fit,s013238,g013237
fold_3,fit,s013240,g011621
fold_3,fit,s013242,g011623
fold_3,fit,s013243,g013242
fold_3,fit,s013244,g011624
fold_3,fit,s013253,g011630
fold_3,fit,s013262,g013261
fold_3,fit,s013268,g013267
fold_3,fit,s013269,g013268
fold_3,fit,s013271,g013270
fold_3,fit,s013274,g011638
fold_3,fit,s013276,g011639
fold_3,fit,s013278,g013277
fold_3,fit,s013279,g013278
fold_3,fit,s013280,g013279
fold_3,fit,s013281,g013280
fold_3,fit,s013285,g013284
fold_3,fit,s013287,g013286
fold_3,fit,s013288,g013287
fold_3,fit,s013291,g013290
fold_3,fit,s013294,g013293
fold_3,fit,s013295,g001836
fold_3,fit,s013298,g008690
fold_3,fit,s013300,g004296
fold_3,fit,s013301,g002694
fold_3,fit,s013302,g008907
fold_3,fit,s013305,g001707
fold_3,fit,s013308,g013307
fold_3,fit,s013311,g013310
fold_3,fit,s013312,g007762
fold_3,fit,s013317,g000343
fold_3,fit,s013322,g013321
fold_3,fit,s013323,g003575
fold_3,fit,s013324,g008910
fold_3,fit,s013327,g008906
fold_3,fit,s013331,g006660
fold_3,fit,s013332,g013331
fold_3,fit,s013333,g013332
fold_3,fit,s013334,g013333
fold_3,fit,s013336,g013335
fold_3,fit,s013338,g013337
fold_3,fit,s013343,g013342
fold_3,fit,s013344,g013343
fold_3,fit,s013349,g013348
fold_3,fit,s013352,g013351
fold_3,fit,s013354,g013353
fold_3,fit,s013358,g013357
fold_3,fit,s013360,g013359
fold_3,fit,s013362,g013361
fold_3,fit,s013364,g013363
fold_3,fit,s013365,g013364
fold_3,fit,s013366,g013365
fold_3,fit,s013371,g013370
fold_3,fit,s013373,g013372
fold_3,fit,s013376,g013375
fold_3,fit,s013379,g013378
fold_3,fit,s013380,g013379
fold_3,fit,s013383,g013382
fold_3,fit,s013385,g013384
fold_3,fit,s013386,g013385
fold_3,fit,s013390,g013389
fold_3,fit,s013392,g013391
fold_3,fit,s013394,g013393
fold_3,fit,s013395,g013394
fold_3,fit,s013397,g013396
fold_3,fit,s013398,g013397
fold_3,fit,s013400,g013399
fold_3,fit,s013404,g013403
fold_3,fit,s013406,g013405
fold_3,fit,s013407,g013406
fold_3,fit,s013409,g013408
fold_3,fit,s013410,g013409
fold_3,fit,s013412,g013411
fold_3,fit,s013414,g013413
fold_3,fit,s013415,g013414
fold_3,fit,s013422,g013421
fold_3,fit,s013424,g013423
fold_3,fit,s013425,g013424
fold_3,fit,s013430,g013429
fold_3,fit,s013431,g013430
fold_3,fit,s013433,g013432
fold_3,fit,s013439,g013438
fold_3,fit,s013441,g013440
fold_3,fit,s013444,g013443
fold_3,fit,s013445,g013444
fold_3,fit,s013446,g013445
fold_3,fit,s013448,g013447
fold_3,fit,s013450,g013449
fold_3,fit,s013451,g013450
fold_3,fit,s013453,g013452
fold_3,fit,s013455,g013454
fold_3,fit,s013458,g013457
fold_3,fit,s013459,g013458
fold_3,fit,s013461,g013460
fold_3,fit,s013464,g013463
fold_3,fit,s013465,g013464
fold_3,fit,s013469,g013468
fold_3,fit,s013470,g013469
fold_3,fit,s013471,g013470
fold_3,fit,s013473,g013472
fold_3,fit,s013474,g013473
fold_3,fit,s013477,g013476
fold_3,fit,s013479,g013478
fold_3,fit,s013480,g013479
fold_3,fit,s013481,g013480
fold_3,fit,s013483,g013482
fold_3,fit,s013484,g013483
fold_3,fit,s013486,g013485
fold_3,fit,s013488,g013487
fold_3,fit,s013490,g013489
fold_3,fit,s013491,g013490
fold_3,fit,s013492,g013491
fold_3,fit,s013495,g013494
fold_3,fit,s013496,g013495
fold_3,fit,s013497,g013496
fold_3,fit,s013502,g013501
fold_3,fit,s013503,g013502
fold_3,fit,s013507,g013506
fold_3,fit,s013509,g013508
fold_3,fit,s013511,g013510
fold_3,fit,s013513,g013512
fold_3,fit,s013518,g013517
fold_3,fit,s013519,g013518
fold_3,fit,s013520,g013519
fold_3,fit,s013521,g013520
fold_3,fit,s013523,g013522
fold_3,fit,s013525,g013524
fold_3,fit,s013526,g013525
fold_3,fit,s013527,g013526
fold_3,fit,s013528,g013527
fold_3,fit,s013531,g013530
fold_3,fit,s013533,g013532
fold_3,fit,s013534,g013533
fold_3,fit,s013536,g013535
fold_3,fit,s013537,g013536
fold_3,fit,s013538,g013537
fold_3,fit,s013541,g013540
fold_3,fit,s013543,g013542
fold_3,fit,s013544,g013543
fold_3,fit,s013545,g013544
fold_3,fit,s013547,g013546
fold_3,fit,s013548,g013547
fold_3,fit,s013551,g013550
fold_3,fit,s013555,g013554
fold_3,fit,s013556,g013555
fold_3,fit,s013563,g013562
fold_3,fit,s013565,g013564
fold_3,fit,s013567,g013566
fold_3,fit,s013568,g013567
fold_3,fit,s013570,g013569
fold_3,fit,s013571,g013570
fold_3,fit,s013574,g013573
fold_3,fit,s013578,g013577
fold_3,fit,s013579,g013578
fold_3,fit,s013581,g013580
fold_3,fit,s013582,g013581
fold_3,fit,s013583,g013582
fold_3,fit,s013584,g013583
fold_3,fit,s013587,g013586
fold_3,fit,s013591,g013590
fold_3,fit,s013592,g013591
fold_3,fit,s013595,g013594
fold_3,fit,s013598,g013597
fold_3,fit,s013602,g013601
fold_3,fit,s013605,g013604
fold_3,fit,s013606,g013605
fold_3,fit,s013609,g013608
fold_3,fit,s013610,g013609
fold_3,fit,s013612,g013611
fold_3,fit,s013613,g013612
fold_3,fit,s013620,g013619
fold_3,fit,s013621,g013620
fold_3,fit,s013622,g013621
fold_3,fit,s013623,g013622
fold_3,fit,s013625,g013624
fold_3,fit,s013626,g013625
fold_3,fit,s013627,g013626
fold_3,fit,s013632,g013631
fold_3,fit,s013633,g013632
fold_3,fit,s013637,g013636
fold_3,fit,s013641,g013640
fold_3,fit,s013643,g013642
fold_3,fit,s013645,g013644
fold_3,fit,s013648,g013647
fold_3,fit,s013651,g013650
fold_3,fit,s013652,g013651
fold_3,fit,s013655,g013654
fold_3,fit,s013660,g013659
fold_3,fit,s013661,g013660
fold_3,fit,s013662,g013661
fold_3,fit,s013666,g013665
fold_3,fit,s013667,g013666
fold_3,fit,s013668,g013667
fold_3,fit,s013671,g013670
fold_3,fit,s013672,g013671
fold_3,fit,s013674,g013673
fold_3,fit,s013676,g013675
fold_3,fit,s013677,g013676
fold_3,fit,s013678,g013677
fold_3,fit,s013679,g013678
fold_3,fit,s013682,g013681
fold_3,fit,s013684,g013683
fold_3,fit,s013685,g013684
fold_3,fit,s013686,g013685
fold_3,fit,s013692,g013691
fold_3,fit,s013693,g013692
fold_3,fit,s013695,g013694
fold_3,fit,s013699,g013698
fold_3,fit,s013702,g013701
fold_3,fit,s013704,g013703
fold_3,fit,s013706,g013705
fold_3,fit,s013707,g013706
fold_3,fit,s013710,g013709
fold_3,fit,s013712,g013711
fold_3,fit,s013716,g013715
fold_3,fit,s013717,g013716
fold_3,fit,s013719,g013718
fold_3,fit,s013720,g013719
fold_3,fit,s013721,g013720
fold_3,fit,s013724,g013723
fold_3,fit,s013726,g013725
fold_3,fit,s013727,g013726
fold_3,fit,s013728,g013727
fold_3,fit,s013733,g013732
fold_3,fit,s013734,g013733
fold_3,fit,s013738,g013737
fold_3,fit,s013739,g013738
fold_3,fit,s013742,g013741
fold_3,fit,s013743,g013742
fold_3,fit,s013744,g013743
fold_3,fit,s013745,g013744
fold_3,fit,s013746,g013745
fold_3,fit,s013748,g013747
fold_3,fit,s013749,g013748
fold_3,fit,s013750,g013749
fold_3,fit,s013753,g013752
fold_3,fit,s013754,g013753
fold_3,fit,s013756,g013755
fold_3,fit,s013758,g013757
fold_3,fit,s013759,g013758
fold_3,fit,s013760,g013759
fold_3,fit,s013761,g013760
fold_3,fit,s013763,g013762
fold_3,fit,s013765,g013764
fold_3,fit,s013767,g013766
fold_3,fit,s013768,g013767
fold_3,fit,s013770,g013769
fold_3,fit,s013772,g013771
fold_3,fit,s013777,g013776
fold_3,fit,s013779,g013778
fold_3,fit,s013780,g013779
fold_3,fit,s013782,g013781
fold_3,fit,s013784,g013783
fold_3,fit,s013785,g013784
fold_3,fit,s013786,g013785
fold_3,fit,s013787,g013786
fold_3,fit,s013790,g013789
fold_3,fit,s013792,g013791
fold_3,fit,s013793,g013792
fold_3,fit,s013795,g013794
fold_3,fit,s013797,g013796
fold_3,fit,s013798,g013797
fold_3,fit,s013799,g013798
fold_3,fit,s013801,g013800
fold_3,fit,s013802,g013801
fold_3,fit,s013803,g013802
fold_3,fit,s013805,g013804
fold_3,fit,s013806,g013805
fold_3,fit,s013808,g013807
fold_3,fit,s013809,g013808
fold_3,fit,s013810,g013809
fold_3,fit,s013812,g013811
fold_3,fit,s013814,g013813
fold_3,fit,s013818,g013817
fold_3,fit,s013819,g013818
fold_3,fit,s013820,g013819
fold_3,fit,s013821,g013820
fold_3,fit,s013823,g013822
fold_3,fit,s013825,g013824
fold_3,fit,s013827,g013826
fold_3,fit,s013828,g013827
fold_3,fit,s013829,g013828
fold_3,fit,s013835,g013834
fold_3,fit,s013836,g013835
fold_3,fit,s013837,g013836
fold_3,fit,s013839,g013838
fold_3,fit,s013840,g013839
fold_3,fit,s013842,g013841
fold_3,fit,s013843,g013842
fold_3,fit,s013844,g013843
fold_3,fit,s013845,g013844
fold_3,fit,s013852,g013851
fold_3,fit,s013854,g013853
fold_3,fit,s013855,g013854
fold_3,fit,s013856,g013855
fold_3,fit,s013858,g013857
fold_3,fit,s013859,g013858
fold_3,fit,s013861,g013860
fold_3,fit,s013862,g013861
fold_3,fit,s013864,g013863
fold_3,fit,s013865,g013864
fold_3,fit,s013867,g013866
fold_3,fit,s013871,g013870
fold_3,fit,s013874,g013873
fold_3,fit,s013875,g013874
fold_3,fit,s013876,g013875
fold_3,fit,s013877,g013876
fold_3,fit,s013878,g013877
fold_3,fit,s013879,g013570
fold_3,fit,s013882,g013881
fold_3,fit,s013884,g013883
fold_3,fit,s013885,g013884
fold_3,fit,s013890,g013889
fold_3,fit,s013891,g013890
fold_3,fit,s013892,g013891
fold_3,fit,s013893,g013892
fold_3,fit,s013894,g013893
fold_3,fit,s013895,g013894
fold_3,fit,s013898,g013897
fold_3,fit,s013900,g013899
fold_3,fit,s013901,g013900
fold_3,fit,s013904,g013903
fold_3,fit,s013905,g013904
fold_3,fit,s013906,g013905
fold_3,fit,s013907,g013906
fold_3,fit,s013909,g013908
fold_3,fit,s013911,g013910
fold_3,fit,s013912,g013911
fold_3,fit,s013913,g013912
fold_3,fit,s013915,g013914
fold_3,fit,s013916,g013915
fold_3,fit,s013917,g013916
fold_3,fit,s013918,g013917
fold_3,fit,s013920,g013919
fold_3,fit,s013921,g013920
fold_3,fit,s013924,g013923
fold_3,fit,s013925,g013924
fold_3,fit,s013926,g013925
fold_3,fit,s013928,g013876
fold_3,fit,s013929,g013928
fold_3,fit,s013930,g013929
fold_3,fit,s013931,g013930
fold_3,fit,s013932,g013931
fold_3,fit,s013934,g013933
fold_3,fit,s013937,g013936
fold_3,fit,s013939,g013938
fold_3,fit,s013941,g013940
fold_3,fit,s013946,g013945
fold_3,fit,s013947,g013946
fold_3,fit,s013948,g013947
fold_3,fit,s013949,g013948
fold_3,fit,s013950,g013949
fold_3,fit,s013954,g013953
fold_3,fit,s013955,g013954
fold_3,fit,s013956,g013955
fold_3,fit,s013959,g013958
fold_3,fit,s013960,g013959
fold_3,fit,s013962,g013961
fold_3,fit,s013965,g013964
fold_3,fit,s013966,g013965
fold_3,fit,s013969,g013968
fold_3,fit,s013970,g013969
fold_3,fit,s013971,g013970
fold_3,fit,s013977,g013976
fold_3,fit,s013980,g013979
fold_3,fit,s013981,g013980
fold_3,fit,s013983,g013982
fold_3,fit,s013984,g013983
fold_3,fit,s013986,g013985
fold_3,fit,s013987,g013986
fold_3,fit,s013989,g013988
fold_3,fit,s013992,g013991
fold_3,fit,s013995,g013994
fold_3,fit,s013997,g013996
fold_3,fit,s014000,g013999
fold_3,fit,s014003,g014002
fold_3,fit,s014004,g014003
fold_3,fit,s014007,g014006
fold_3,fit,s014012,g014011
fold_3,fit,s014013,g014012
fold_3,fit,s014014,g014013
fold_3,fit,s014015,g014014
fold_3,fit,s014017,g014016
fold_3,fit,s014019,g014018
fold_3,fit,s014024,g014023
fold_3,fit,s014025,g014024
fold_3,fit,s014028,g014027
fold_3,fit,s014029,g014028
fold_3,fit,s014030,g014029
fold_3,fit,s014031,g014030
fold_3,fit,s014033,g014032
fold_3,fit,s014034,g014033
fold_3,fit,s014035,g014034
fold_3,fit,s014036,g014035
fold_3,fit,s014037,g014036
fold_3,fit,s014038,g014037
fold_3,fit,s014040,g014039
fold_3,fit,s014042,g014041
fold_3,fit,s014043,g014042
fold_3,fit,s014044,g014043
fold_3,fit,s014047,g014046
fold_3,fit,s014051,g014050
fold_3,fit,s014052,g014051
fold_3,fit,s014053,g014052
fold_3,fit,s014054,g014053
fold_3,fit,s014055,g014054
fold_3,fit,s014059,g014058
fold_3,fit,s014060,g014059
fold_3,fit,s014061,g014060
fold_3,fit,s014062,g014061
fold_3,fit,s014063,g014062
fold_3,fit,s014065,g014064
fold_3,fit,s014071,g014070
fold_3,fit,s014072,g014071
fold_3,fit,s014073,g014072
fold_3,fit,s014074,g014073
fold_3,fit,s014075,g014074
fold_3,fit,s014080,g014079
fold_3,fit,s014081,g011195
fold_3,fit,s014082,g014081
fold_3,fit,s014084,g010903
fold_3,fit,s014085,g014084
fold_3,fit,s014087,g011118
fold_3,fit,s014092,g010796
fold_3,fit,s014093,g010785
fold_3,fit,s014101,g014100
fold_3,fit,s014102,g011185
fold_3,fit,s014103,g011112
fold_3,fit,s014104,g014103
fold_3,fit,s014105,g014104
fold_3,fit,s014106,g014105
fold_3,fit,s014108,g011187
fold_3,fit,s014110,g011672
fold_3,fit,s014111,g014110
fold_3,fit,s014112,g010900
fold_3,fit,s014115,g010837
fold_3,fit,s014116,g014115
fold_3,fit,s014119,g014118
fold_3,fit,s014120,g014119
fold_3,fit,s014121,g014120
fold_3,fit,s014122,g010920
fold_3,fit,s014124,g014123
fold_3,fit,s014133,g010831
fold_3,fit,s014135,g014134
fold_3,fit,s014142,g014141
fold_3,fit,s014143,g014142
fold_3,fit,s014145,g010784
fold_3,fit,s014146,g010888
fold_3,fit,s014149,g011713
fold_3,fit,s014150,g010847
fold_3,fit,s014151,g014150
fold_3,fit,s014152,g011131
fold_3,fit,s014153,g014152
fold_3,fit,s014154,g014153
fold_3,fit,s014156,g011184
fold_3,fit,s014159,g010935
fold_3,fit,s014162,g014161
fold_3,fit,s014164,g010945
fold_3,fit,s014165,g014164
fold_3,fit,s014167,g010882
fold_3,fit,s014205,g014204
fold_3,fit,s014207,g011717
fold_3,fit,s014208,g014207
fold_3,fit,s014209,g014208
fold_3,fit,s014210,g010846
fold_3,fit,s014213,g011652
fold_3,fit,s014214,g014213
fold_3,fit,s014217,g011190
fold_3,fit,s014218,g011693
fold_3,fit,s014219,g014218
fold_3,fit,s014220,g010856
fold_3,fit,s014221,g014220
fold_3,fit,s014222,g014221
fold_3,fit,s014223,g010890
fold_3,fit,s014226,g014225
fold_3,fit,s014227,g010814
fold_3,fit,s014231,g014230
fold_3,fit,s014232,g011724
fold_3,fit,s014235,g011132
fold_3,fit,s014236,g014235
fold_3,fit,s014237,g014236
fold_3,fit,s014238,g014237
fold_3,fit,s014239,g014238
fold_3,fit,s014240,g014239
fold_3,fit,s014250,g011683
fold_3,fit,s014252,g014251
fold_3,fit,s014253,g010928
fold_3,fit,s014257,g014256
fold_3,fit,s014258,g014257
fold_3,fit,s014260,g010832
fold_3,fit,s014263,g014262
fold_3,fit,s014264,g011191
fold_3,fit,s014265,g014264
fold_3,fit,s014268,g011697
fold_3,fit,s014269,g010859
fold_3,fit,s014270,g010798
fold_3,fit,s014271,g014270
fold_3,fit,s014274,g014273
fold_3,fit,s014276,g010895
fold_3,fit,s014278,g014277
fold_3,fit,s014282,g011707
fold_3,fit,s014283,g014282
fold_3,fit,s014285,g011145
fold_3,fit,s014286,g011682
fold_3,fit,s014287,g014286
fold_3,fit,s014288,g011676
fold_3,fit,s014290,g014289
fold_3,fit,s014293,g010958
fold_3,fit,s014294,g014293
fold_3,fit,s014295,g010902
fold_3,fit,s014298,g011115
fold_3,fit,s014299,g010911
fold_3,fit,s014300,g011702
fold_3,fit,s014303,g014302
fold_3,fit,s014304,g011186
fold_3,fit,s014307,g011643
fold_3,fit,s014311,g010806
fold_3,fit,s014313,g010905
fold_3,fit,s014314,g014313
fold_3,fit,s014315,g014314
fold_3,fit,s014318,g014317
fold_3,fit,s014319,g010916
fold_3,fit,s014320,g010774
fold_3,fit,s014326,g014325
fold_3,fit,s014327,g014326
fold_3,fit,s014330,g010912
fold_3,fit,s014331,g010791
fold_3,fit,s014332,g011687
fold_3,fit,s014337,g011644
fold_3,fit,s014339,g014338
fold_3,fit,s014340,g014339
fold_3,fit,s014342,g014341
fold_3,fit,s014343,g010777
fold_3,fit,s014344,g011656
fold_3,fit,s014345,g014344
fold_3,fit,s014349,g014348
fold_3,fit,s014350,g010938
fold_3,fit,s014353,g014352
fold_3,fit,s014354,g011647
fold_3,fit,s014355,g011647
fold_3,fit,s014356,g011647
fold_3,fit,s014357,g011647
fold_3,fit,s014358,g011647
fold_3,fit,s014359,g011647
fold_3,fit,s014360,g011647
fold_3,fit,s014364,g014363
fold_3,fit,s014365,g014364
fold_3,fit,s014366,g014365
fold_3,fit,s014370,g014369
fold_3,fit,s014371,g010828
fold_3,fit,s014372,g014371
fold_3,fit,s014375,g014374
fold_3,fit,s014376,g014221
fold_3,fit,s014377,g014376
fold_3,fit,s014381,g014380
fold_3,fit,s014382,g014381
fold_3,fit,s014383,g011193
fold_3,fit,s014386,g010889
fold_3,fit,s014388,g014387
fold_3,fit,s014389,g014388
fold_3,fit,s014390,g014389
fold_3,fit,s014392,g010794
fold_3,fit,s014394,g014393
fold_3,fit,s014423,g014422
fold_3,fit,s014424,g014423
fold_3,fit,s014425,g014424
fold_3,fit,s014426,g014425
fold_3,fit,s014428,g014427
fold_3,fit,s014430,g014429
fold_3,fit,s014432,g014431
fold_3,fit,s014435,g014434
fold_3,fit,s014436,g014435
fold_3,fit,s014437,g014436
fold_3,fit,s014438,g014437
fold_3,fit,s014439,g014438
fold_3,fit,s014441,g014440
fold_3,fit,s014444,g014443
fold_3,fit,s014445,g014444
fold_3,fit,s014446,g014445
fold_3,fit,s014447,g014446
fold_3,fit,s014449,g014448
fold_3,fit,s014450,g014449
fold_3,fit,s014457,g014456
fold_3,fit,s014459,g014458
fold_3,fit,s014461,g014460
fold_3,fit,s014463,g014462
fold_3,fit,s014466,g014465
fold_3,fit,s014470,g014469
fold_3,fit,s014472,g014471
fold_3,fit,s014476,g014475
fold_3,fit,s014478,g014477
fold_3,fit,s014480,g014479
fold_3,fit,s014482,g014481
fold_3,fit,s014484,g014483
fold_3,fit,s014487,g014486
fold_3,fit,s014488,g014487
fold_3,fit,s014492,g014491
fold_3,fit,s014494,g014493
fold_3,fit,s014496,g014495
