sample_id,indobert,indobertweet,mbert,transcript,visual
s007626,0.058560826,0.1322902,0.38381448,0.11858909,0.5
s007627,0.9401336,0.89048487,0.46833465,0.91352236,0.5
s007628,0.34886694,0.60754675,0.68825895,0.6688803,0.5
s007629,0.04069295,0.031678624,0.20386598,0.06681232,0.5
s007630,0.08404061,0.034036152,0.18184364,0.03289904,0.5
s007631,0.39922592,0.21239536,0.23988314,0.2849738,0.5
s007632,0.314682,0.33328617,0.35532737,0.19590157,0.5
s007633,0.314682,0.22388572,0.23988314,0.20577459,0.5
s007634,0.1328517,0.15934819,0.21717146,0.26095408,0.5
s007635,0.03875619,0.04401865,0.19360435,0.044597577,0.5
s007636,0.044680867,0.10017222,0.47781304,0.044183318,0.5
s007637,0.038466193,0.03839402,0.17078441,0.02333077,0.5
s007638,0.046119746,0.03601607,0.20705435,0.034553625,0.5
s007639,0.1390453,0.17895588,0.30497235,0.13846178,0.5
s007640,0.04099903,0.13240233,0.17852582,0.07303239,0.5
s007641,0.058884695,0.0563401,0.23810701,0.06348236,0.5
s007642,0.056652427,0.033907957,0.13534632,0.028436033,0.5
s007643,0.037326887,0.06681232,0.11858909,0.04099903,0.5
s007644,0.101946525,0.23039988,0.39922592,0.30218512,0.5
s007645,0.10800066,0.10800066,0.15027806,0.12033541,0.5
s007646,0.041230027,0.06928941,0.4009839,0.096705794,0.5
s007647,0.6757646,0.5096805,0.43074587,0.35936412,0.5
s007648,0.11496335,0.18624301,0.56241685,0.15830442,0.5
s007649,0.06928941,0.09334688,0.32691577,0.13511792,0.5
s007650,0.044847902,0.078359805,0.3328523,0.113776386,0.5
s007651,0.036425155,0.027220903,0.12656909,0.024656856,0.5
s007652,0.22575782,0.10650459,0.45014787,0.19132768,0.5
s007653,0.891811,0.8342719,0.7541916,0.78133065,0.5
s007654,0.05781161,0.053601142,0.17681369,0.046551272,0.5
s007655,0.05291181,0.04451443,0.10393038,0.057176597,0.5
s007656,0.061875988,0.068040416,0.13846178,0.065365784,0.5
s007657,0.07935289,0.13834533,0.25109637,0.1480472,0.5
s007658,0.04426588,0.02769026,0.10894504,0.016215032,0.5
s007659,0.054802597,0.39793843,0.26114246,0.25441632,0.5
s007660,0.07544843,0.19961986,0.18432662,0.21109138,0.5
s007661,0.07030385,0.07463504,0.16749084,0.089136936,0.5
s007662,0.062216982,0.15278916,0.2516477,0.19360435,0.5
s007663,0.30300948,0.50330734,0.5186224,0.48545483,0.5
s007664,0.04385456,0.021698097,0.13330235,0.042962473,0.5
s007665,0.23196201,0.17286891,0.41608468,0.23934932,0.5
s007666,0.031858854,0.042009056,0.15291563,0.036425155,0.5
s007667,0.050893717,0.061311536,0.19528697,0.043609526,0.5
s007668,0.04509957,0.05439932,0.1786691,0.058560826,0.5
s007669,0.06681232,0.17938675,0.12819736,0.105948284,0.5
s007670,0.11736965,0.34676248,0.18184364,0.31689754,0.5
s007671,0.6623598,0.57630354,0.45147765,0.48373985,0.5
s007672,0.052424565,0.16899405,0.13892841,0.09602549,0.5
s007673,0.06290424,0.10230471,0.13951357,0.08834723,0.5
s007674,0.05300978,0.039416388,0.200871,0.057281975,0.5
s007675,0.053700306,0.057705317,0.17272931,0.036288295,0.5
s007676,0.25349122,0.16145241,0.29188833,0.17511447,0.5
s007677,0.03204008,0.15367614,0.3725052,0.21783626,0.5
s007678,0.20609397,0.28806815,0.4835112,0.2645483,0.5
s007679,0.25664565,0.25293726,0.7244806,0.14866412,0.5
s007680,0.9167081,0.84606963,0.74447066,0.84872156,0.5
s007681,0.044680867,0.4879936,0.4864078,0.17078441,0.5
s007682,0.036700353,0.4121752,0.6307987,0.21141683,0.5
s007683,0.066085376,0.1732882,0.44930202,0.09947021,0.5
s007684,0.038106617,0.10320506,0.27250826,0.058993023,0.5
s007685,0.1852092,0.4620786,0.53525025,0.5073084,0.5
s007686,0.049681153,0.12400069,0.16762704,0.07463504,0.5
s007687,0.9320833,0.91715443,0.6587469,0.9094255,0.5
s007688,0.66061044,0.55290186,0.37966582,0.68626493,0.5
s007689,0.85096467,0.6179162,0.4551683,0.5462541,0.5
s007690,0.34521565,0.38566384,0.25497246,0.17838266,0.5
s007691,0.14414886,0.14915918,0.37983832,0.068040416,0.5
s007692,0.7221353,0.3896046,0.6000126,0.34499493,0.5
s007693,0.05042407,0.028652668,0.14294825,0.0139557095,0.5
s007694,0.060418423,0.056966383,0.3047654,0.0248928,0.5
s007695,0.67854,0.3237007,0.5506376,0.16844618,0.5
s007696,0.049405243,0.041152887,0.1859472,0.021246698,0.5
s007697,0.48165193,0.4325427,0.65544635,0.37868884,0.5
s007698,0.19498022,0.39082456,0.44043916,0.2441827,0.5
s007699,0.07290027,0.15291563,0.43512127,0.047514185,0.5
s007700,0.17036992,0.12137297,0.4387551,0.07094483,0.5
s007701,0.938576,0.8797679,0.39630175,0.9026096,0.5
s007702,0.8037906,0.21321331,0.5901298,0.11417085,0.5
s007703,0.06176271,0.38121954,0.5075754,0.19544049,0.5
s007704,0.047161866,0.19208428,0.23318209,0.11536141,0.5
s007705,0.91490096,0.882022,0.66017234,0.8881781,0.5
s007706,0.14475228,0.7849791,0.2672169,0.68773484,0.5
s007707,0.04240383,0.08166611,0.2501793,0.09484524,0.5
s007708,0.26151946,0.41994524,0.4607438,0.51577234,0.5
s007709,0.36624962,0.26588047,0.26798248,0.17300859,0.5
s007710,0.03711691,0.113776386,0.21816924,0.057918087,0.5
s007711,0.3859531,0.40004602,0.6313671,0.28477487,0.5
s007712,0.09721884,0.15241033,0.2893717,0.07290027,0.5
s007713,0.947186,0.8778961,0.72661966,0.87375444,0.5
s007714,0.9591543,0.65423226,0.67415774,0.5545006,0.5
s007715,0.96232057,0.9568766,0.8844391,0.9352283,0.5
s007716,0.314998,0.23722231,0.51879,0.2024432,0.5
s007717,0.046638038,0.09451043,0.24310297,0.075995214,0.5
s007718,0.13511792,0.23581158,0.34820172,0.14092636,0.5
s007719,0.070816204,0.22884515,0.27874735,0.2033909,0.5
s007720,0.8625833,0.82573026,0.5348555,0.868938,0.5
s007721,0.2856708,0.29168653,0.51708317,0.16505408,0.5
s007722,0.03429395,0.05330468,0.08021325,0.037608635,0.5
s007723,0.043936532,0.054098696,0.39024344,0.026759284,0.5
s007724,0.038610928,0.047074173,0.4256052,0.026810197,0.5
s007725,0.12603028,0.68920106,0.13846178,0.5210295,0.5
s007726,0.24202643,0.6271523,0.5498219,0.36704338,0.5
s007727,0.06290424,0.33057925,0.19790912,0.25795195,0.5
s007728,0.08787644,0.27845296,0.32391453,0.19759925,0.5
s007729,0.1664043,0.23739909,0.4147803,0.16586316,0.5
s007730,0.077937685,0.17795368,0.54540676,0.13927926,0.5
s007731,0.7300975,0.7139305,0.6664968,0.7613611,0.5
s007732,0.04232459,0.07250525,0.10762492,0.033844035,0.5
s007733,0.07935289,0.0992954,0.2391716,0.0669342,0.5
s007734,0.14523655,0.10539454,0.18535663,0.16532344,0.5
s007735,0.96903247,0.9105454,0.805173,0.8726732,0.5
s007736,0.12743528,0.27202454,0.58622676,0.1377643,0.5
s007737,0.953188,0.9116528,0.8489722,0.9199307,0.5
s007738,0.93220687,0.818011,0.64712954,0.7834919,0.5
s007739,0.046464667,0.038106617,0.254787,0.024940254,0.5
s007740,0.36999774,0.2359876,0.2487166,0.14965561,0.5
s007741,0.0794957,0.3161581,0.33687624,0.22067818,0.5
s007742,0.03825006,0.07004896,0.120542295,0.03890198,0.5
s007743,0.3644382,0.7050748,0.36330795,0.6118459,0.5
s007744,0.07094483,0.14378779,0.284576,0.07779745,0.5
s007745,0.08694165,0.051749535,0.17217185,0.04185213,0.5
s007746,0.40268567,0.40969306,0.32852942,0.25571522,0.5
s007747,0.07850098,0.23493282,0.34665188,0.15960999,0.5
s007748,0.17441027,0.6395109,0.3310116,0.5415604,0.5
s007749,0.06097518,0.11992252,0.3963602,0.051177494,0.5
s007750,0.87514824,0.41223437,0.37639388,0.4132995,0.5
s007751,0.10502681,0.20481864,0.23704566,0.22422527,0.5
s007752,0.04813677,0.08961382,0.2588877,0.063714996,0.5
s007753,0.029873095,0.37817198,0.22712629,0.29634872,0.5
s007754,0.83318895,0.77321637,0.2946207,0.79549927,0.5
s007755,0.9114953,0.69233006,0.5791624,0.7541916,0.5
s007756,0.8967949,0.54337823,0.61808914,0.4548959,0.5
s007757,0.05127242,0.03803509,0.27688602,0.034229323,0.5
s008064,0.052134257,0.13511792,0.09602549,0.05942822,0.5
s008065,0.15178062,0.11818139,0.17455094,0.12453206,0.5
s008066,0.23144047,0.20705435,0.24963014,0.11656274,0.5
s008067,0.08151976,0.06255973,0.20181322,0.06656919,0.5
s008068,0.03314852,0.16653982,0.18698417,0.13557506,0.5
s008069,0.09351231,0.17881244,0.3693151,0.061875988,0.5
s008070,0.054802597,0.091058284,0.13892841,0.09568694,0.5
s008071,0.22371607,0.33818638,0.3382957,0.29838914,0.5
s008072,0.3191214,0.10932483,0.4016878,0.054198723,0.5
s008073,0.034618836,0.05942822,0.16708273,0.04185213,0.5
s008074,0.027014788,0.07737811,0.09551806,0.030329255,0.5
s008075,0.07477004,0.079638734,0.14560062,0.10650459,0.5
s008076,0.02442309,0.0726367,0.12315455,0.02442309,0.5
s008077,0.040922303,0.055617608,0.32028958,0.036908064,0.5
s008078,0.051082738,0.10230471,0.14080817,0.03321117,0.5
s008079,0.5476153,0.12852514,0.4396571,0.13500382,0.5
s008080,0.04001227,0.048948623,0.19528697,0.04099903,0.5
s008081,0.02964751,0.091544405,0.017509557,0.06278921,0.5
s008082,0.304145,0.68825895,0.40262696,0.5529924,0.5
s008083,0.055310655,0.08678673,0.32487765,0.040616777,0.5
s008084,0.114368536,0.5256732,0.15152933,0.29563645,0.5
s008085,0.064535476,0.046724956,0.11456649,0.044597577,0.5
s008086,0.052521676,0.09859887,0.21783626,0.1161611,0.5
s008087,0.05033063,0.068537496,0.28328544,0.03015741,0.5
s008088,0.03038675,0.058024753,0.08756384,0.02442309,0.5
s008089,0.047602657,0.037892427,0.20275871,0.02870708,0.5
s008090,0.021491764,0.06979492,0.1765296,0.037256766,0.5
s008091,0.049130786,0.03803509,0.1390453,0.026759284,0.5
s008092,0.060863446,0.04922211,0.28886992,0.03971326,0.5
s008093,0.13799648,0.24202643,0.59502196,0.111821815,0.5
s008094,0.0500513,0.16384642,0.17314835,0.14633106,0.5
s008095,0.033462934,0.082549304,0.11797801,0.03527755,0.5
s008096,0.040162582,0.08616956,0.121790156,0.04443143,0.5
s008097,0.028652668,0.051845465,0.14270912,0.03308598,0.5
s008098,0.020804489,0.08601588,0.27973008,0.037256766,0.5
s008099,0.053700306,0.09073549,0.15140383,0.049865905,0.5
s008100,0.1765296,0.3421318,0.53300244,0.17147702,0.5
s008101,0.051749535,0.108566426,0.5224915,0.048676573,0.5
s008102,0.85848147,0.43092552,0.6327297,0.51101506,0.5
s008103,0.056029383,0.11516222,0.19467382,0.03635666,0.5
s008104,0.036631364,0.051367506,0.09484524,0.030792167,0.5
s008105,0.03782129,0.029256709,0.16478509,0.016029147,0.5
s008106,0.036838703,0.123471275,0.13916223,0.062216982,0.5
s008107,0.04401865,0.030792167,0.14306793,0.02727267,0.5
s008108,0.021409769,0.09285216,0.23265864,0.109134786,0.5
s008109,0.07821887,0.14247034,0.33917066,0.08756384,0.5
s008110,0.050988145,0.12732674,0.3112175,0.053601142,0.5
s008111,0.04681203,0.05261895,0.11476477,0.018546566,0.5
s008112,0.061536737,0.09551806,0.21568096,0.04995852,0.5
s008113,0.12495856,0.1522842,0.3407045,0.07992552,0.5
s008114,0.05300978,0.054802597,0.101767845,0.04689926,0.5
s008115,0.0355444,0.035410732,0.15203226,0.037397135,0.5
s008116,0.12570794,0.09585608,0.37433314,0.04146227,0.5
s008117,0.03061778,0.03442355,0.12765263,0.02727267,0.5
s008883,0.97838473,0.9703525,0.9810946,0.96795994,0.5
s008886,0.9772842,0.93220687,0.9749169,0.9425068,0.5
s008888,0.9720986,0.94649786,0.9627432,0.9554855,0.5
s008908,0.95388025,0.93663365,0.95068645,0.9219218,0.5
s008911,0.9323302,0.8348113,0.9384633,0.8247444,0.5
s008918,0.97724086,0.91321325,0.9846347,0.9056566,0.5
s008931,0.9561454,0.8498466,0.9729338,0.85403454,0.5
s008942,0.91321325,0.8609547,0.9293122,0.7752647,0.5
s008953,0.98215127,0.8891444,0.9789956,0.89823216,0.5
s008979,0.97433734,0.9129032,0.87987113,0.9097468,0.5
s008980,0.9790758,0.8586001,0.8663589,0.85536855,0.5
s008998,0.284576,0.416856,0.6395109,0.35700688,0.5
s009004,0.97354424,0.9644556,0.917746,0.9583042,0.5
s009008,0.91700584,0.9253649,0.5858122,0.86737317,0.5
s009034,0.87578696,0.79645085,0.90681833,0.8265718,0.5
s009049,0.59502196,0.84453726,0.765418,0.6972998,0.5
s009051,0.5373752,0.54927796,0.7150262,0.46210894,0.5
s009063,0.97313875,0.8940517,0.9081302,0.91102153,0.5
s009066,0.87779135,0.86431044,0.8630457,0.79310596,0.5
s009073,0.96641046,0.9513234,0.9094255,0.9309621,0.5
s009079,0.9747731,0.89029425,0.9789554,0.9027811,0.5
s009083,0.9797453,0.97539,0.9076402,0.9633687,0.5
s009093,0.18728127,0.32018325,0.78464925,0.30239108,0.5
s009101,0.9190633,0.8168451,0.9281487,0.7923036,0.5
s009102,0.9451974,0.93980294,0.88856554,0.93403506,0.5
s009106,0.94218844,0.91505283,0.8645393,0.85633236,0.5
s009107,0.97079873,0.9334308,0.78099674,0.8543993,0.5
s009109,0.9328214,0.8499712,0.7236025,0.8708172,0.5
s009117,0.8864204,0.92093205,0.8556101,0.8665848,0.5
s009126,0.81582016,0.64052343,0.8736466,0.5558572,0.5
s009166,0.9392481,0.7472472,0.896614,0.8156734,0.5
s009174,0.8465777,0.92093205,0.21833587,0.86522406,0.5
s009189,0.98555213,0.9638481,0.9883128,0.95473194,0.5
s009203,0.9059898,0.86826926,0.92643696,0.7666432,0.5
s009204,0.97118384,0.8984105,0.90681833,0.9265699,0.5
s009229,0.7014064,0.5780314,0.6570985,0.4572882,0.5
s009234,0.7774689,0.8045595,0.93318766,0.7314424,0.5
s009236,0.9647889,0.93732566,0.8850366,0.92482364,0.5
s009244,0.9740426,0.967101,0.84859616,0.961171,0.5
s009246,0.9626028,0.9487276,0.89478946,0.91274774,0.5
s009256,0.6992544,0.59684443,0.7237002,0.54685915,0.5
s009263,0.8834373,0.79787195,0.8552477,0.7685595,0.5
s009293,0.97754294,0.9645224,0.9257686,0.9314625,0.5
s009297,0.9765354,0.94853723,0.9548163,0.9280184,0.5
s009298,0.89274967,0.95239735,0.722527,0.9491062,0.5
s009299,0.94479126,0.8750414,0.6949241,0.9043131,0.5
s009303,0.9728308,0.93367314,0.7851439,0.92905515,0.5
s009306,0.96795994,0.9291838,0.9280184,0.9001793,0.5
s009337,0.94458723,0.8042522,0.8535469,0.86165464,0.5
s009353,0.32071492,0.52136457,0.34532604,0.36308208,0.5
s009363,0.9841546,0.96050966,0.8735388,0.9267028,0.5
s009364,0.9081302,0.89143354,0.55109054,0.8778961,0.5
s009365,0.98469365,0.9395816,0.93463427,0.96691406,0.5
s009392,0.9562273,0.81405276,0.7576151,0.8059378,0.5
s009397,0.9656413,0.936285,0.75219464,0.90397453,0.5
s009412,0.9260366,0.88038635,0.9147487,0.8879841,0.5
s009414,0.9280184,0.8812066,0.85269034,0.88483775,0.5
s009425,0.9223426,0.9462997,0.6371437,0.9054896,0.5
s009437,0.9784259,0.9509604,0.84872156,0.96628344,0.5
s009440,0.9738444,0.91920847,0.8967949,0.9024378,0.5
s009479,0.9704086,0.9596866,0.90174776,0.91006696,0.5
s009480,0.97389406,0.9250947,0.87652874,0.9272316,0.5
s009482,0.97068775,0.92262185,0.8089743,0.91655886,0.5
s009502,0.9168571,0.8537909,0.89912134,0.7962924,0.5
s009512,0.8763172,0.76401234,0.7779754,0.647018,0.5
s009525,0.9727791,0.9260366,0.94994867,0.90481883,0.5
s009527,0.97711015,0.9755769,0.91383046,0.9634375,0.5
s009534,0.97272736,0.9526623,0.8674854,0.9396923,0.5
s009535,0.9583822,0.9519527,0.85427785,0.89823216,0.5
s009553,0.121790156,0.5098711,0.88100195,0.3707948,0.5
s009556,0.9667888,0.93991333,0.8677098,0.8998277,0.5
s009559,0.9383503,0.6727618,0.8480936,0.7733876,0.5
s009563,0.48326737,0.891055,0.92495924,0.8733229,0.5
s009565,0.92590266,0.91367656,0.8260112,0.9349913,0.5
s009570,0.9227612,0.8976953,0.9329437,0.909907,0.5
s009573,0.8818186,0.93367314,0.9360516,0.8923751,0.5
s009588,0.97923523,0.9293122,0.92762595,0.92482364,0.5
s009592,0.9610981,0.9400236,0.71839684,0.9168571,0.5
s009593,0.9795506,0.9555686,0.92827886,0.9583042,0.5
s009610,0.95150405,0.9022657,0.7713272,0.8268516,0.5
s009613,0.92762595,0.9175984,0.89478946,0.9313377,0.5
s009618,0.8866169,0.8152325,0.8269914,0.9064877,0.5
s009619,0.3238076,0.46605572,0.6353356,0.24166831,0.5
s009625,0.97684664,0.9427181,0.9252299,0.9396923,0.5
s009635,0.9542227,0.8887587,0.608594,0.9175984,0.5
s009637,0.9737945,0.89823216,0.6910806,0.8546422,0.5
s009644,0.92775697,0.86281466,0.8697146,0.81844676,0.5
s009647,0.921499,0.7871142,0.9027811,0.74167407,0.5
s009648,0.9486325,0.54137856,0.76977324,0.6204492,0.5
s009656,0.86153823,0.6380463,0.8191712,0.6687721,0.5
s009658,0.9692078,0.9628831,0.8836382,0.9224824,0.5
s009681,0.9498557,0.840259,0.9392481,0.89199936,0.5
s009686,0.9839708,0.9193534,0.9081302,0.87418467,0.5
s009689,0.31584147,0.3397181,0.53728414,0.24762337,0.5
s009690,0.9835338,0.962462,0.9432431,0.9649213,0.5
s009695,0.968441,0.93546456,0.9408984,0.94458723,0.5
s009708,0.91102153,0.70212173,0.7140302,0.6930576,0.5
s009715,0.9280184,0.92064714,0.9309621,0.86960393,0.5
s009718,0.97339284,0.9084556,0.9309621,0.8934954,0.5
s009726,0.98020524,0.97272736,0.93306583,0.9747251,0.5
s009727,0.98076576,0.96080494,0.98242307,0.9678385,0.5
s009730,0.94539934,0.91625965,0.66323286,0.8814109,0.5
s009732,0.27202454,0.6719013,0.8912444,0.37759805,0.5
s009762,0.98314995,0.97389406,0.92709976,0.9714559,0.5
s009769,0.93158704,0.8987666,0.6721165,0.8630457,0.5
s009781,0.48669744,0.47653398,0.32863715,0.38473874,0.5
s009786,0.9691495,0.88483775,0.7412996,0.8989441,0.5
s009791,0.94122344,0.94386727,0.89823216,0.94509614,0.5
s009793,0.9800913,0.89368117,0.9768908,0.88161486,0.5
s009795,0.7097238,0.6694208,0.5491571,0.68056023,0.5
s009800,0.5809465,0.6791787,0.8349459,0.6369178,0.5
s009803,0.9563905,0.88463855,0.86647177,0.90295243,0.5
s009817,0.94468933,0.9434519,0.89143354,0.9348725,0.5
s009857,0.98481095,0.9759006,0.9012275,0.9628132,0.5
s009859,0.9732915,0.94479126,0.7634837,0.8830344,0.5
s009862,0.9429286,0.84273374,0.73392886,0.694199,0.5
s009863,0.9497627,0.9740426,0.89442116,0.9769348,0.5
s009880,0.69564825,0.6298884,0.7403621,0.53673786,0.5
s009885,0.7240906,0.6064402,0.74632394,0.46517485,0.5
s009886,0.5922539,0.70710135,0.7799929,0.5045012,0.5
s009888,0.08819004,0.12378869,0.46119878,0.14584377,0.5
s009891,0.97419035,0.94218844,0.9470882,0.89478946,0.5
s009895,0.9241418,0.59796005,0.6279512,0.4682739,0.5
s009898,0.91413754,0.8233284,0.73810315,0.71651626,0.5
s009900,0.9237301,0.78613067,0.8057851,0.8326453,0.5
s009946,0.9860443,0.96102494,0.8197491,0.9610981,0.5
s009949,0.9429286,0.91181,0.90087914,0.83907574,0.5
s009953,0.9284088,0.87779135,0.7844842,0.7516481,0.5
s009954,0.9333094,0.74186105,0.909907,0.7037531,0.5
s009965,0.9418684,0.8967949,0.87652874,0.8586001,0.5
s009967,0.97510713,0.89460546,0.8769509,0.8668104,0.5
s009968,0.92696756,0.8705973,0.9519527,0.91964257,0.5
s009972,0.98024315,0.9622497,0.93463427,0.91102153,0.5
s009988,0.9822196,0.97161794,0.9285385,0.9540518,0.5
s010002,0.38844404,0.3774259,0.24382246,0.29401222,0.5
s010015,0.9712385,0.96378,0.93980294,0.9474783,0.5
s010035,0.89010334,0.86737317,0.9001793,0.91006696,0.5
s010051,0.8862236,0.93171144,0.76821196,0.86396646,0.5
s010067,0.9466954,0.6380463,0.9313377,0.69945973,0.5
s010072,0.9105454,0.9059898,0.8711464,0.86177105,0.5
s010077,0.8095773,0.83141696,0.7604728,0.761893,0.5
s010080,0.93651766,0.7001778,0.831006,0.5415604,0.5
s010086,0.91949815,0.9329437,0.84556025,0.8505928,0.5
s010089,0.8414352,0.64097303,0.8933094,0.6144518,0.5
s010104,0.96909106,0.9672869,0.9789554,0.9657707,0.5
s010108,0.9623913,0.9227612,0.7401744,0.8957053,0.5
s010110,0.9804314,0.95806944,0.9526623,0.9507779,0.5
s010122,0.9745319,0.937669,0.8275496,0.9497627,0.5
s010124,0.7292306,0.81405276,0.7796576,0.70201963,0.5
s010125,0.93651766,0.8989441,0.8398654,0.81047887,0.5
s010139,0.9868787,0.9396923,0.9500415,0.9144437,0.5
s010142,0.913368,0.7350715,0.7026321,0.7152251,0.5
s010146,0.98677725,0.9241418,0.9183339,0.9502266,0.5
s010159,0.8446654,0.677474,0.344223,0.6364661,0.5
s010177,0.9687381,0.8958876,0.92107415,0.840259,0.5
s010179,0.9792749,0.93045825,0.95275027,0.94417685,0.5
s010193,0.7631309,0.43320197,0.6219428,0.3929773,0.5
s010195,0.9513234,0.55468154,0.8494724,0.5656586,0.5
s010200,0.98242307,0.97344345,0.8895289,0.9694401,0.5
s010204,0.97057647,0.9159594,0.9583042,0.9448931,0.5
s010210,0.9877587,0.9572778,0.94776917,0.9522199,0.5
s010216,0.913368,0.84117436,0.7804952,0.8446654,0.5
s010217,0.9487276,0.878627,0.84859616,0.8864204,0.5
s010226,0.94176143,0.9032942,0.8244619,0.8645393,0.5
s010244,0.7496374,0.8601343,0.84376645,0.8193158,0.5
s010253,0.97458035,0.89552265,0.868938,0.81047887,0.5
s010260,0.1431877,0.5596511,0.23970512,0.28170192,0.5
s010270,0.9652504,0.9576754,0.7771307,0.9530133,0.5
s010271,0.9694979,0.9183339,0.87450653,0.9183339,0.5
s010272,0.928668,0.87191176,0.7839885,0.88263035,0.5
s010276,0.9639839,0.9668514,0.97354424,0.9750122,0.5
s010282,0.9716717,0.9462003,0.91715443,0.9324533,0.5
s010283,0.9841546,0.9252299,0.8912444,0.88582915,0.5
s010287,0.19163004,0.3851434,0.6722241,0.46796992,0.5
s010314,0.9672869,0.9405718,0.8873999,0.9094255,0.5
s010321,0.9596866,0.787768,0.9183339,0.7973991,0.5
s010338,0.83907574,0.38444984,0.8244619,0.5503355,0.5
s010345,0.8784186,0.5649387,0.6101051,0.50985587,0.5
s010350,0.9768024,0.95606345,0.85693204,0.96425414,0.5
s010353,0.95751673,0.9059898,0.8053261,0.8934954,0.5
s010355,0.47297254,0.48617142,0.603815,0.48668987,0.5
s010367,0.9486325,0.8728902,0.8552477,0.84208554,0.5
s010371,0.89256257,0.64400125,0.618838,0.6721165,0.5
s010376,0.99209267,0.9813107,0.9567152,0.9668514,0.5
s010381,0.950411,0.9284088,0.8238959,0.9207897,0.5
s010393,0.9710193,0.9583822,0.8197491,0.9223426,0.5
s010394,0.96432143,0.57284224,0.91212356,0.3890822,0.5
s010405,0.968441,0.9405718,0.89218736,0.92482364,0.5
s010418,0.91789335,0.6543428,0.67939144,0.75219464,0.5
s010420,0.94699025,0.8818186,0.84273374,0.83815056,0.5
s010425,0.40615514,0.43710256,0.7554566,0.32305968,0.5
s010438,0.9781772,0.9413314,0.9390248,0.9524858,0.5
s010461,0.9812029,0.94957596,0.92064714,0.9696707,0.5
s010463,0.94957596,0.9384633,0.82018155,0.9079672,0.5
s010471,0.9871788,0.9628132,0.9027811,0.9645224,0.5
s010480,0.06359858,0.100878626,0.16331196,0.086632065,0.5
s010486,0.86060363,0.70150864,0.5951397,0.54213613,0.5
s010489,0.98549646,0.9267028,0.96050966,0.9383503,0.5
s010492,0.6760855,0.5597413,0.6482437,0.47842225,0.5
s010493,0.9516839,0.89256257,0.80193585,0.863161,0.5
s010499,0.065365784,0.42393497,0.7767923,0.28826845,0.5
s010505,0.95473194,0.8951567,0.8794577,0.8418256,0.5
s010519,0.96232057,0.94165415,0.92775697,0.950503,0.5
s010521,0.9300781,0.7298087,0.6514658,0.7025301,0.5
s010538,0.9775858,0.95775455,0.9692078,0.96267307,0.5
s010547,0.94834626,0.6617043,0.7789858,0.62658125,0.5
s010575,0.9824905,0.94757545,0.7711549,0.8830344,0.5
s010583,0.9509604,0.79246426,0.7816642,0.8198933,0.5
s010603,0.9129032,0.91715443,0.8828326,0.8589554,0.5
s010617,0.9535353,0.8868131,0.91413754,0.9129032,0.5
s010631,0.96323055,0.95938325,0.93045825,0.92455155,0.5
s010637,0.38687924,0.5506376,0.82233185,0.4630193,0.5
s010641,0.97662467,0.624637,0.8800775,0.62245935,0.5
s010644,0.8407826,0.6769403,0.6951311,0.62314755,0.5
s010661,0.36330795,0.6515766,0.6071974,0.7014064,0.5
s010676,0.93593454,0.9570375,0.7977145,0.94218844,0.5
s010689,0.93721074,0.9079672,0.86385167,0.9237301,0.5
s010700,0.9712929,0.9619649,0.87418467,0.95013416,0.5
s010704,0.8768455,0.7208598,0.85427785,0.59643316,0.5
s010737,0.96102494,0.9492946,0.81331253,0.9432431,0.5
s010749,0.14866412,0.17217185,0.48972464,0.11417085,0.5
s010768,0.5311638,0.47723436,0.409634,0.27717942,0.5
s010789,0.06348236,0.23283306,0.38300648,0.38381448,0.5
s010793,0.06290424,0.09501305,0.31111282,0.19682619,0.5
s010795,0.113776386,0.09912086,0.314998,0.09790669,0.5
s010801,0.42161134,0.73791426,0.49197456,0.684053,0.5
s010819,0.44043916,0.5614252,0.44483605,0.5508188,0.5
s010822,0.9491062,0.8929365,0.9353465,0.48868755,0.5
s010826,0.14235108,0.24617071,0.2814056,0.16586316,0.5
s010830,0.10576342,0.18817474,0.19868535,0.11496335,0.5
s010831,0.12506537,0.20850107,0.30218512,0.18227991,0.5
s010846,0.1884733,0.12485182,0.27717942,0.08555634,0.5
s010850,0.12453206,0.22388572,0.17938675,0.17272931,0.5
s010863,0.3671568,0.46122912,0.37433314,0.36308208,0.5
s010872,0.79310596,0.7636601,0.541227,0.755637,0.5
s010891,0.071073666,0.16586316,0.38856,0.09568694,0.5
s010904,0.07290027,0.034488525,0.26114246,0.03085051,0.5
s010906,0.49815658,0.70344764,0.46563044,0.5532639,0.5
s010908,0.8293538,0.7411123,0.8050198,0.7181004,0.5
s010910,0.14057204,0.12002562,0.16398026,0.08166611,0.5
s010925,0.52959794,0.61196184,0.5909563,0.47884867,0.5
s010927,0.20850107,0.36048907,0.37897608,0.24148941,0.5
s010941,0.34466398,0.30787802,0.35465655,0.5567611,0.5
s010944,0.13296424,0.16776334,0.21766995,0.16411418,0.5
s010945,0.036288295,0.23970512,0.15077753,0.27338037,0.5
s010957,0.81844676,0.7501869,0.526921,0.65742844,0.5
s010985,0.9764905,0.94427973,0.9825575,0.47724962,0.5
s010990,0.9800149,0.9528382,0.97324073,0.7538293,0.5
s010992,0.64735246,0.61132395,0.47230312,0.49922514,0.5
s011009,0.43500128,0.38734263,0.22017473,0.690246,0.5
s011014,0.34820172,0.27590945,0.3260568,0.33960858,0.5
s011018,0.9749169,0.9235924,0.9683214,0.5374966,0.5
